486|Expert Interviews with Established and Growing Organizations|A learning journey to Kenya to meet with staff from two social businesses working in the agricultural sector: One Acre Fund and Njabini, Inc.|January 31, 2013|Michaela D'Amico|IDEO.org|http://www.hcdconnect.org/profiles/michaela123/|Rakai, Central Region, Uganda|Agriculture;Financial Services
487|Reflection story: Our experience with the HCD process in Central India|Our experience with the HCD toolkit:Three months with HCD was insightful and also a little bit thrilling for our team. We did the hear and create phase, found 56 unique insights and are now finalizing the top need and the right solution to that need. Alongside the HCD tools we used the biodesign process (which we were already familiar with) to make observations, analyze stakeholder priorities, find insights and phrase needs.|January 31, 2013|Nitin Sisodia|Sohum Innovation lab/  Biodesign|http://www.hcdconnect.org/profiles/nitin-sisodia-0/|Kareli, Madhya Pradesh, India|Agriculture
488|Counting Down to Pilot Production|Closing another learning loop through user testing while preparing for pilot production with new manufacturing partners|January 31, 2013|Scott Sadlon|The Pepper Eater|http://www.hcdconnect.org/profiles/scott-sadlon/|Ethiopia|Agriculture
489|Progress Report on the Lab's Development: #4|Updating the HCD Connect Community on the progress we've made towards establishing the Youth Media Lab (renamed from Youth Voice Lab).|February 01, 2013|Manny Fassihi|Bhutan Centre for Media and Democracy|http://www.hcdconnect.org/profiles/manny-fassihi/|Thimphu, Bhutan|Community Development;Education
490|What can you design to increase entrepreneurial initiatives at user level (to expand off-grid energy network)?|Rural spark believes that the only way to get true insights in how to transform society, is by actually doing it. They thus design tools to make their vision towards smart energy networks tenable, and allow for direct feedback from the context.|February 02, 2013|Rutger Bults|BoP Innovation Center|http://www.hcdconnect.org/profiles/rutger-bults/|Wolverton, United Kingdom|Community Development;Energy;Financial Services;Gender Equity
491|Partnering for Innovation Farmers to Gain Access to Mobile Technology|We would like to develop a pilot project for artisanal and specialty product farmers in Sincelejo, Colombia, so they could receive information and training via SMS and gamification/digital animation systems on weather conditions, crop pricing, and farming techniques, such as organic farming methods, pest management, irrigation techniques, post harvest handling and processing, and requirements to export. This information would improve the quality and quantity of production and thereby increase farmers revenues.|February 05, 2013|Angelina Klouthis|FAVACA|http://www.hcdconnect.org/profiles/angelina-klouthis/|Sao Paulo - So Paulo, Brazil|Community Development;Education;Agriculture;Financial Services
492|"CORPORATE OFFICE DESIGN in Peru: ""Innovative offices or GREEN HOUSES"""|&#13;|February 07, 2013|Rodolfo Beltran|EcoArki SaC PERU|http://www.hcdconnect.org/profiles/rodolfo-beltran/|Sao Paulo - So Paulo, Brazil|Environment;Community Development;Energy;Health
493|Using templates to collect observation data|Merits and drawbacks of using templates to gather observation data.|February 07, 2013|Dharani Perera-Schulz|Monash University|http://www.hcdconnect.org/profiles/dharani-perera-schulz/|Melbourne, Victoria, Australia|Education
494|The HCD Workshop in Tomohon|Our learning process of the HCD Canvasses was a fast one these past 3 weeks. We already discussed a few things we would like to adapt about the HCD Canvasses in the previous story. Using the Create and Deliver Canvasses during the HCD workshop we gave at the ITM University in Tomohon over 4 weeks, gave us new insights.|February 08, 2013|Jeroen Spoelstra|Amsterdam University of Applied Sciences|http://www.hcdconnect.org/profiles/581782559/|Haarlem, The Netherlands|Environment;Community Development;Education;Agriculture
495|A website for Better Out Reach to improve life in Tribal areas of India|This is what I discovered about Satyaniketan while making a website for the organization...This Story tells a long and hard journey that stll continues for the forgotten tribal people of Maharashtra in India. It talks of how an institution strarted by freedom fighter has finally borne fruit after 60 years...|February 08, 2013|Sagar Dave|Free Lance|http://www.hcdconnect.org/profiles/sagar-dave/|Mumbai, Maharashtra, India|Community Development;Education
496|SmartLife is Open For Business Selling Pure Drinking Water|An impact update from Nairobi, where the very first SmartLife store is opening its doors.|February 08, 2013|sean hewens|IDEO.org|http://www.hcdconnect.org/profiles/sean/|Nairobi, Kenya|Water
497|Gathering Voices: Learning From Our Female Entrepreneurs|Listening to women's stories is a vital part of Breaking Ground's Women's Entrepreneurial Program.|February 08, 2013|Alex Moore|Breaking Ground|http://www.hcdconnect.org/profiles/alex-moore/|Gauteng, South Africa|Community Development;Financial Services;Gender Equity
498|The Disconnect Between Villagers and Information|A journey to discover how to improve essential oil distillation units led to a stark realization.|February 11, 2013|Ravi Prakash|Jet Propulsion Laboratory|http://www.hcdconnect.org/profiles/ravi-prakash/|Barabanki, Uttar Pradesh, India|Education;Agriculture
499|Capturing children's perspective on the Near Eastside neighborhood|To understand the challenges facing a community you need input from a wide range of residents - how could we give the children of the Near Eastside community a voice when faced with time and security restrictions?|February 12, 2013|Emily Stump|Herron School of Art &amp; Design|http://www.hcdconnect.org/profiles/emily-stump/|Jamaica|Community Development
500|Rethinking Mobility: Initial Research|With a team of three others, conducted quantitative and ethnographic research towards a holistic redesign of the concept ofMobility.|February 14, 2013|douard Urcadez|The Design School at Arizona State University|http://www.hcdconnect.org/profiles/edouard-urcadez/|Berkeley, CA|Health
501|Better Design, Better Health: Bringing Telemedicine to Rural India|IDEO.org Fellow Cris Valerio writes about World Health Partners (WHP), an organization working in rural India to design better last-mile healthcare solutions. Cris was part of an IDEO.org team that worked with WHP as part of IDEO.org's first cohort of Innovation Fund projects.|February 15, 2013|Cris Valerio|IDEO.org|http://www.hcdconnect.org/profiles/cris-valerio/|Vijayawada, Andhra Pradesh, India|Health
502|Shifting from Training to Learning with Juhudi Kilimo|IDEO.org Fellow Danny Alexander and his IDEO.org team identified several opportunity areas for our Innovation Fund client to pursue that focus on how farmers consume information about new farming practices.|February 19, 2013|Danny Alexander|IDEO.org|http://www.hcdconnect.org/profiles/danny/|Kenya|Agriculture
503|Using football as a platform to challenge rigid gender norms and empower local communities in So Paulo, Brazil|We are in the process of launching a community campaign in So Paulo, Brazil where professional female football players serve as local ambassadors of the women's sport and advocates for gender justice.|February 19, 2013|Caitlin Fisher|Guerreiras Project|http://www.hcdconnect.org/profiles/caitlin-fisher/|Sao Paulo - So Paulo, Brazil|Community Development;Health;Gender Equity
504|PERU: RURAL NATIONAL WOMEN SOCCER CHAMPIONSHIP|THE MAMACHAS NATIONAL WOMEN SOCCER CHAMPIONSHIP.|February 21, 2013|Rodolfo Beltran|EcoArki SaC PERU|http://www.hcdconnect.org/profiles/rodolfo-beltran/|Sao Paulo - So Paulo, Brazil|Gender Equity;Education;Health;Agriculture;Community Development
505|Power Up: Senior Capstone Project|Approached by Texas A&amp;M University, a group of 15 students are given the task of supplying the need of a Colonia in Southern Texas with a high level of renewable energy for long term use.|February 21, 2013|Themmi Shimray|EcoArki SaC PERU|http://www.hcdconnect.org/profiles/themmi-shimray/|Berkeley, CA|Environment;Community Development;Energy;Education;Health
506|Too Much Waste|Lower School girls identifiedthere was a problem with too much waste in our school cafeteria and designed a new way to sort our trash.|February 22, 2013|Marianne Maloy|SCH Academy|http://www.hcdconnect.org/profiles/marianne-maloy/|Berkeley, CA|Environment;Education
507|Reflections on the Hear Phase and Plans for the Create!|"My experience of utilizing the HCD Micro Grant towards the ""Hear"" phase of a micro finance initative in rural Uganda."|February 22, 2013|Jacqui Watts|Uganda Rural Community Service Foundation (URCSF)|http://www.hcdconnect.org/profiles/jacqui-watts/|Bungoma, Kenya|Community Development;Agriculture;Financial Services
508|Night shelter design for the homeless in Delhi|&#13;|February 24, 2013|Swati Janu|Uganda Rural Community Service Foundation (URCSF)|http://www.hcdconnect.org/profiles/swati-janu/|New Delhi, Delhi, India|Environment;Community Development;Education;Health
509|Temporary shelters for Construction Workers in Delhi|At theUnbox design festivalheld in Delhi from 8th- 10th February,micro Home Solutionsconducted a workshop on Transient Living Spaces. Apart from designing a prototype for a single-person temporary night shelter, we also looked at improving the design of the temporary shelters of the construction workers in the city. This is an account of my visit to these shelters and the consequent learning process.|February 24, 2013|Swati Janu|Uganda Rural Community Service Foundation (URCSF)|http://www.hcdconnect.org/profiles/swati-janu/|New Delhi, Delhi, India|Environment;Community Development;Education;Health
